"Map1","Map2","Choice","MapVote","Date","FullPartial","Result","Eliminations","Deaths","Score","Damage","TotalXP","PrimaryWeapon","XPType","DidPlayerVote","GameType","Confirms","Denies","Objectives","ObjectiveKills","Captures","Diffuses","Plants","Time_Sec","Time_Min"
"Nuketown '84","Checkmate","Checkmate","2 to 1",2021-02-20,"Full","72-100",9,16,900,1362,13993,"AK 47","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Express","Garrison","2 to 2",2021-02-20,"Full","100-78",17,16,2555,2308,18059,"AK 47","Double XP + 10%","Yes","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Moscow","Moscow","4 to 3",2021-02-20,"Full","87-75",25,13,4630,3630,25265,"AK 47","Double XP + 10%","Yes","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satelite","Checkmate","Satellite","3 to 3",2021-02-20,"Full","100-66",17,10,4395,2510,14634,"AK 47","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","Crossroads Strike","Crossroads Strike","4 to 0",2021-02-20,"Full","73-100",20,20,2100,2672,11346,"AK 47","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Cartel","Cartel","2 to 0",2021-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Armada Strike",NA,2021-02-27,"Full","100-60",18,11,3420,2660,16033,"AK 47","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Checkmate","Express","0 to 0",2021-02-27,"Full","76-100",8,15,800,1472,9879,"AK 47","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","The Pines","Garrison","6 to 1",2021-02-27,"Full","79-100",21,14,4090,2739,19002,"AK 47","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"The Pines",NA,2021-02-27,"Partial","94-76",8,7,800,1410,11204,"AK 47","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Raid",NA,2021-02-27,"Full","100-59",23,9,6565,3139,19292,"RPD","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Miami","Express","5 to 1",2021-02-27,"Full","100-93",14,14,2080,1850,17694,"RPD","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Moscow",NA,2021-02-27,"Full","100-95",14,15,2150,1851,18985,"RPD","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","The Pines","Moscow","4 to 0",2021-02-27,"Full","100-94",16,11,1900,2080,17790,"RPD","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Cartel",NA,2021-02-27,"Partial","89-79",8,10,1600,1149,9392,"RPD","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Miami","Checkmate","4 to 2",2021-02-27,"Full","100-96",21,17,2570,3200,20357,"RPD","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","The Pines","Satellite","2 to 0",2021-02-27,"Full","85-100",15,19,1820,2147,19676,"RPD","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Crossroads Strike",NA,2021-02-27,"Partial","70-100",17,18,3465,2480,11950,"AK 47","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nuketown '84","Miami","Nuketown '84","3 to 2",2021-02-27,"Full","100-94",24,14,3025,2856,15622,"RPD","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Raid","Raid","2 to 0",2021-02-27,"Full","100-90",14,17,2765,2011,18291,"RPD","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Garrison","Garrison","2 to 0",2021-02-27,"Full","98-89",22,11,3085,3052,22002,"RPD","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Miami","Miami","3 to 1",2021-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Nuketown '84",NA,2021-02-27,"Full","192-200",44,31,5535,5391,28554,"RPD","Double XP + 10%","No","Domination",NA,NA,29,24,5,NA,NA,NA,NA
"Apocalypse","Cartel","Apocalypse","0 to 0",2021-02-27,"Full","180-200",8,33,1850,1369,15514,"RPD","Double XP + 10%","No","Domination",NA,NA,8,2,6,NA,NA,NA,NA
"Express","Miami","Express","3 to 1",2021-02-27,"Full","200-100",15,20,2325,1907,20284,"RPD","Double XP + 10%","No","Domination",NA,NA,18,10,8,NA,NA,NA,NA
NA,NA,"Express",NA,2021-02-28,"Partial","68-100",7,10,650,997,9492,"RPD","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Raid","Raid","4 to 3",2021-02-28,"Full","100-70",24,11,4985,4135,19992,"RPD","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","The Pines","The Pines","2 to 1",2021-02-28,"Full","61-83",18,12,3905,3077,18534,"RPD","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Raid","Raid","6 to 1",2021-02-28,"Full","100-95",18,19,3005,2636,18524,"RPD","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Raid","Raid","4 to 1",2021-02-28,"Full","62-100",17,19,2660,2960,18485,"RPD","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nuketown '84","Miami","Nuketown '84","4 to 0",2021-02-28,"Full","100-82",13,16,1635,2032,11405,"RPD","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Crossroads Strike","Crossroads Strike","7 to 0",2021-02-28,"Full","94-100",25,18,3630,3489,16219,"RPD","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","Garrison","Garrison","4 to 1",2021-03-06,"Full","84-93",17,17,2100,2587,9414,"RPD","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","Raid","Raid","5 to 0",2021-03-06,"Full","85-96",13,17,2410,3021,7633,"RPD","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","Crossroads Strike","Crossroads Strike","2 to 0",2021-03-06,"Full","100-99",19,22,2595,2889,8066,"RPD","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Apocalypse","Apocalypse","2 to 0",2021-03-06,"Full","100-85",19,14,2200,2057,13410,"RPD","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Moscow","Cartel","3 to 2",2021-03-06,"Full","96-90",25,14,4680,3645,12821,"RPD","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Express",NA,2021-03-06,"Partial","69-100",6,6,650,792,7808,"RPD","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","Satellite","Satellite","3 to 0",2021-03-06,"Full","100-75",19,14,2360,2656,9581,"RPD","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","Checkmate","Checkmate","3 to 0",2021-03-06,"Full","100-72",28,16,4895,4230,13713,"RPD","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Armada Strike","Garrison","2 to 2",2021-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","Nuketown '84","Nuketown '84","5 to 1",2021-03-06,"Full","86-100",17,21,2700,2264,11300,"RPD","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Armada Strike","Armada Strike","2 to 1",2021-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Armada Strike",NA,2021-03-06,"Partial","80-100",4,12,445,562,3444,"RPD","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raid","Checkmate","Raid","6 to 0",2021-03-06,"Full","78-100",15,20,2575,2617,7315,"RPD","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Satellite","Satellite","3 to 2",2021-03-06,"Full","74-100",19,15,3165,3076,14804,"RPD","10% Boost","Yes","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","Miami","Armada Strike","3 to 0",2021-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Garrison","Moscow","3 to 3",2021-03-06,"Full","100-92",4,12,400,798,9092,"Minute of Alpha","10% Boost","Yes","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Satellite","Cartel","2 to 2",2021-03-06,"Full","88-67",10,14,1355,1392,9436,"Minute of Alpha","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","Miami","Miami","1 to 0",2021-03-06,"Full","51-35",14,8,2970,2220,10524,"Minute of Alpha","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Cartel","Garrison","1 to 1",2021-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Cartel",NA,2021-03-06,"Partial","92-80",16,16,1760,2179,8800,"Type 63","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","Moscow","Moscow","2 to 1",2021-03-06,"Full","87-83",14,19,1115,1808,8794,"Type 63","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apocalypse","Crossroads Strike","Crossroads Strike","2 to 0",2021-03-06,"Full","100-98",26,18,3775,4277,11193,"Type 63","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","Apocalypse","Apocalypse","2 to 0",2021-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Crossroads Strike","Crossroads Strike","7 to 0",2021-03-08,"Full","87-100",20,12,3290,2744,11423,"Type 63","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nuketown '84","Raid","Nuketown '84","2 to 1",2021-03-08,"Full","100-95",21,13,3065,2951,7263,"Type 63","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Apocalypse","Garrison","1 to 1",2021-03-08,"Full","97-98",18,17,2405,2670,8546,"Type 63","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Armada Strike","Express","2 to 0",2021-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nuketown '84","Express","Nuketown '84","3 to 0",2021-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crossroads Strike","Checkmate","Crossroads Strike","3 to 2",2021-03-08,"Full","100-64",15,11,2075,2335,6161,"Type 63","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","Garrison","Satellite","4 to 2",2021-03-08,"Full","72-100",9,20,750,1698,6585,"Type 63","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","The Pines","Cartel","3 to 2",2021-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Nuketown '84","Nuketown '84","3 to 1",2021-03-08,"Full","100-98",29,17,5040,3674,13804,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","Express","Express","2 to 1",2021-03-08,"Full","100-80",20,14,4425,2810,10270,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","Apocalypse","Satellite","2 to 2",2021-03-08,"Full","63-89",12,14,2195,2163,6659,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raid","Garrison","Raid","5 to 2",2021-03-20,"Full","80-100",18,20,3065,3241,11982,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","CARTEL","Cartel","4 to 1",2021-03-20,"Full","75-43",15,5,3350,2241,9305,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","The Pines","Miami","4 to 2",2021-03-20,"Full","51-76",9,12,1000,1857,9430,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Nuketown '84","Nuketown '84","5 to 0",2021-03-20,"Full","86-100",14,14,3095,2239,5925,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Garrison","Moscow","2 to 1",2021-03-20,"Full","69-99",20,21,3690,2935,10387,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","Crossroads Strike","Armada Strike","2 to 1",2021-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Moscow",NA,2021-03-20,"Full","87-79",28,14,4830,4082,13164,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Crossroads Strike","Checkmate","4 to 3",2021-03-20,"Full","99-85",16,16,3685,2382,11718,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","The Pines","Satellite","1 to 0",2021-03-20,"Full","100-98",23,19,3360,3265,10469,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","Miami","Miami","4 to 2",2021-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Armada Strike",NA,2021-03-20,"Partial","74-87",7,12,1340,1546,6582,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Miami","Cartel","4 to 1",2021-03-20,"Full","83-80",16,14,2125,2242,11033,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Nuketown '84","Nuketown '84","3 to 2",2021-03-20,"Full","100-89",17,20,2090,2960,7818,"QBZ 83","10% Boost","Yes","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","The Pines","Cartel","5 to 1",2021-03-20,"Full","78-83",16,14,1190,1974,9861,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Armada Strike","Garrison","3 to 1",2021-03-20,"Full","84-83",25,16,4615,3612,16430,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Satellite","Satellite","3 to 1",2021-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Express",NA,2021-03-20,"Partial","80-100",11,13,2005,1929,8860,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Checkmate","Checkmate","3 to 1",2021-03-20,"Full","100-79",10,14,1135,983,7842,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Garrison","Moscow","1 to 1",2021-03-20,"Full","86-83",16,16,2275,2143,9548,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raid","Express","Raid","4 to 0",2021-03-20,"Full","100-82",17,15,2825,2919,8247,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","Apocolypse","Satellite","1 to 0",2021-03-20,"Full","97-100",14,22,1920,1918,10732,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nuketown '84","Garrison","Nuketown '84","2 to 1",2021-03-20,"Full","100-96",20,23,2335,2940,14912,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Checkmate","Checkmate","5 to 0",2021-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crossroads Strike","Checkmate","Crossroads Strike","5 to 2",2021-03-20,"Full","100-92",9,19,1905,924,9564,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Armada Strike","Cartel","2 to 1",2021-03-20,"Full","93-79",23,17,3990,3707,14566,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","The Pines","Miami","1 to 0",2021-03-20,"Full","70-59",13,15,1385,2164,9954,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raid","The Pines","Raid","4 to 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Moscow",NA,2021-03-20,"Partial","100-84",19,11,3230,2807,9893,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raid","Cartel","Raid","2 to 2",2021-03-20,"Full","82-100",19,10,2685,3038,8873,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Miami","Checkmate","3 to 1",2021-03-20,"Full","72-100",15,17,3500,2394,8472,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Raid","Raid","5 to 1",2021-03-20,"Full","86-100",13,12,2760,1978,7623,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Apocalypse","Apocalypse","6 to 0",2021-03-20,"Full","100-84",14,14,3050,2425,9062,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","Armada Strike","The Pines","3 to 1",2021-03-20,"Full","86-97",11,14,1435,1597,10514,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nuketown '84","Garrison","Nuketown '84","4 to 0",2021-03-20,"Full","100-94",21,17,3485,3079,10294,"QBZ 83","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Moscow","Express","2 to 2",2021-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","Cartel","Satellite","3 to 2",2021-03-26,"Full","100-89",25,20,3490,3357,19399,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Apocalypse","Express","3 to 3",2021-03-26,"Full","100-81",15,12,2025,2247,18006,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Raid","Raid","2 to 0",2021-03-26,"Full","100-84",21,16,3270,2608,17545,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Armada Strike","Armada Strike","4 to 0",2021-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Moscow","Moscow","2 to 1",2021-03-26,"Full","83-82",20,12,3950,3179,23186,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Nuketown '84","Nuketown '84","4 to 0",2021-03-26,"Full","92-100",17,14,3310,2136,13264,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Garrison","Garrison","4 to 0",2021-03-26,"Full","100-95",22,22,2970,2933,24962,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crossroads Strike","Armada Strike","Crossroads Strike","3 to 0",2021-03-26,"Full","72-100",10,19,1685,1918,10974,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Miami","Cartel","1 to 1",2021-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apocalypse","Miami","Apocalypse","1 to 1",2021-03-26,"Full","76-100",10,21,1890,1373,13115,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Cartel","Miami","2 to 1",2021-03-26,"Full","58-72",6,12,800,971,14373,"Pelington 703","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Satellite","Cartel","2 to 2",2021-03-26,"Full","63-68",15,11,2440,2585,15442,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Raid","Raid","3 to 0",2021-03-26,"Full","71-93",13,17,2685,1957,19746,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Express","Exprees","6 to 1",2021-03-26,"Full","100-97",9,18,1270,1483,14201,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Armada Strike","Armada Strike","4 to 0",2021-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crossroads Strike","Moscow","Crossroads Strike","4 to 0",2021-03-27,"Full","88-100",24,20,3810,3835,16765,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Garrison","Checkmate","3 to 2",2021-03-27,"Full","100-73",14,15,2040,2438,18623,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Armada Strike","Armada Strike","1 to 0",2021-03-27,"Full","97-45",18,6,4320,2559,20266,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apocolypse","Nuketown '84","Nuketown '84","4 to 3",2021-03-27,"Full","78-100",14,17,1590,1802,13564,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","Express","Express","2 to 1",2021-03-27,"Full","68-100",8,15,850,1460,10253,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","Miami","Satellite","2 to 2",2021-03-27,"Full","100-77",14,17,2240,1458,15777,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raid","Cartel","Raid","2 to 0",2021-03-27,"Full","100-49",18,16,2940,3258,16556,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Satellite","Garrison","1 to 0",2021-03-27,"Full","86-98",21,17,3295,2663,17960,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","Armada Strike","The Pines","1 to 0",2021-03-27,"Full","100-72",17,19,2070,2290,18748,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Express",NA,2021-03-27,"Full","100-70",25,14,5015,3544,18517,"AK-47u","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Apocalypse","Apocalypse","5 to 0",2021-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Armada Strike","Armada Strike","2 to 0",2021-03-27,"Full","69-100",13,10,2885,1863,20143,"KSP 45","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raid","Crossroads Striek","Raid","3 to 0",2021-03-27,"Full","87-98",26,14,4015,3719,20188,"KSP 45","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Checkmate","Checkmate","2 to 1",2021-03-27,"Full","90-83",16,12,2515,2510,21401,"KSP 45","Double XP + 10%","Yes","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Cartel","Garrison","4 to 0",2021-03-27,"Full","99-76",18,12,2690,2411,20616,"KSP 45","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Express","Miami","4 to 4",2021-03-27,"Full","57-50",15,7,2695,2503,24018,"Pellington 703","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","Satellite","Armada Strike","3 to 2",2021-03-27,"Full","81-100",22,12,4035,3154,17611,"KSP 45","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","Moscow","The Pines","1 to 1",2021-03-27,"Full","87-91",21,14,3730,3100,21812,"KSP 45","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Miami","Express","4 to 1",2021-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Raid","Raid","2 to 1",2021-03-27,"Full","100-80",18,15,3120,2532,18446,"KSP 45","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apocolypse","Miami","Miami","2 to 1",2021-03-27,"Full","57-59",10,11,1675,1435,15339,"KSP 45","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Garrison","Cartel","3 to 1",2021-03-27,"Full","82-84",21,12,4095,3289,20736,"KSP 45","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","Checkmate","Checkmate","3 to 1",2021-03-27,"Full","91-73",18,13,3265,2401,20746,"KSP 45","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Cartel","Garrison","1 to 1",2021-03-27,"Full","100-71",13,11,1060,1923,15666,"KSP 45","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Raid","Raid","4 to 0",2021-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Checkmate","Garrison","1 to 0",2021-04-04,"Full","54-65",12,20,1960,NA,7133,"AK-47u","10% Boost","No","Kill Confirmed",7,9,16,NA,NA,NA,NA,NA,NA
"Apocalypse","Express","Apocalypse","1 to 1",2021-04-04,"Full","58-65",9,21,935,NA,6300,"AK-47u","10% Boost","No","Kill Confirmed",5,3,8,NA,NA,NA,NA,NA,NA
NA,NA,"Cartel",NA,2021-04-04,"Full","64-37",14,11,3290,NA,9259,"AK-47u","10% Boost","No","Kill Confirmed",17,5,22,NA,NA,NA,NA,NA,NA
